COMENTARIOS;ETIQUETAS;COD CLIENTE;FECHA;
disconforme ya que tiene pocos dias de entrega. solo una vez x semana ;Negativo;;;
SER MAS FRECUENTES CON LOS DIAS DE LA ENTREGA DE PEDIDOS. ;Negativo;;;
Respetar LO pedido.;Negativo;;;
mas variedad de dias y horarios. ;Negativo;;;
Dar beneficios, promociones a buenos clientes.;Negativo;;;
insatisfecho con el cumplimiento del protocolo por covid;Negativo;;;
inconforme con la atención de las entregas, falta mercadería.;Negativo;;;
falta de mercaderia ;Negativo;;;
disconforme con la falta de marcas en las fiestas en el norte;Negativo;;;
solicita bebidas energizantes;Negativo;;;
disconforme con las devoluciones de los casilleros;Negativo;;;
mejorar la experiencia de entrega ;Negativo;;;
solicita mas promociones, disconforme con el servicio técnico, los preventistas ;Negativo;;;
disconforme con el margen de ganancia;Negativo;;;
disconforme con la repentina falta de stella y que no exista algún remplazo;Negativo;;;
poca variedad ;Negativo;;;
no hay precio uniforme ;Negativo;;;
disconforme con la disponibilidad de las ofertas;Negativo;;;
disconforme con los precios;Negativo;;;
vendedor de patricia no llega al local;Negativo;;;
solicitan fundillas o sillas ;Negativo;;;
en verana falta de stock;Negativo;;;
falta de stock en fechas importantes;Negativo;;;
no le cambian los productos rotos, y le venden al publico;Negativo;;;
solicita transferencia;Negativo;;;
disconforme con la forma de venta;Negativo;;;
disconforme con la falta de cervezas con sabores;Negativo;;;
no hay facilidades para los comercios pequeños;Negativo;;;
no le han dado heladeras. cuando va al deposito no hay lugar para estacionar ;Negativo;;;
no tiene cartelería, lista de precios;Negativo;;;
no hay stock disponible en la aplicacion, no funciona mercado pago;Negativo;;;
disconforme con no tener exhibidores;Negativo;;;
en temporadas hay falta de mercaderías;Negativo;;;
pocas visitas en la semana;Negativo;;;
disconforme con la app ;Negativo;;;
solicita mas propaganda;Negativo;;;
disconforme con la oferta y disponibilidad en temporada;Negativo;;;
no tiene heladera;Negativo;;;
que den mas atenciones al cliente (artigas). no hay visitas de supervisor ;Negativo;;;
hay falta de stock de productos muy consumidos;Negativo;;;
poco margen de ganancias;Negativo;;;
necesita publicidad;Negativo;;;
disconforme con la falta de apoyo al negocio;Negativo;;;
problemas con las fundas ;Negativo;;;
disconforme con el faltante de la patricia chica;Negativo;;;
disconforme con la constante falta de productos;Negativo;;;
pide una heladera . urgente;Negativo;;;
metodo de pago porque tiene que ser en efectivo.;Negativo;;;
reparten con poca frecuencia ;Negativo;;;
no le dan herramientas para trabajar (vasos, hieleras);Negativo;;;
no tiene heladeras;Negativo;;;
desconformidad al marketing en apoyo al local ;Negativo;;;
"diferencias de precios 
";Negativo;;;
mas servicio de marketing y solicita una heladera ;Negativo;;;
siempre tiene falta de mercaderia;Negativo;;;
no se le dan oportunidades a los comercios pequeños (promociones por ejemplo);Negativo;;;
esta conforme con el distribuidor pilsen, excelente atencion ;Positivo;;;
solicita heladera;Negativo;;;
incorporar mas productos;Negativo;;;
"no le llega el supervisor .
hace los pedidos por whtas app";Negativo;;;
queda en veranos sin mercaderia ;Negativo;;;
poco tiempo para hacer pedidos;Negativo;;;
disconforme con la no asistencia de entrega a los comercios chicos;Negativo;;;
"generalmente falta de cerveza negra . cerveza sin alcohol.
";Negativo;;;
dice ser poco aceptable la experiencia comercial ;Negativo;;;
PRECIOS MUY ELEVADOS;Negativo;;;
Disconforme con el nuevo sistema;Negativo;;;
Tener ofertas fijas;Negativo;;;
Mala experiencia con preventista al retirarle una heladera por un pequeño error;Negativo;;;
Solicita silla y mesas;Negativo;;;
Disconforme con distribuidores;Negativo;;;
Inconforme por la disponibilidad de la cerveza sin alcohol;Negativo;;;
Disconforme con la fecha de las entregas;Negativo;;;
Mayor disponibilidad de los productos mas demandados;Negativo;;;
inconforme con el margen a los comercios;Negativo;;;
inconforme con el servicio en el verano;Negativo;;;
Faltante de mercadería;Negativo;;;
tambien destaca la entrega de productos;Positivo;;;
Faltante de productos;Negativo;;;
EN TEMPORADA ALTA FALTA DE PRODUCTOS;Negativo;;;
Reclama que sea mas frecuente la visita del vendedor;Negativo;;;
MUY CONFORME;Positivo;;;
En verano el vendedor no pasa con la misma frecuencia que lo hace el resto del año;Negativo;;;
CAMBIAR  LOS PRODUCTOS VENCIDOS  ;Negativo;;;
inconforme con las ofertas;Negativo;;;
AJUSTAR NUMEROS PARA COMERCIOS PEQUEÑOS  ;Negativo;;;
inconforme con el cambio de los productos;Negativo;;;
inconforme con los días que le toman pedidos dado que afecta los fines de semana;Negativo;;;
inconforme con los repartos;Negativo;;;
destaca tambien el equipo de distribucion;Positivo;;;
inconforme con la carencia de stock del norte en verano;Negativo;;;
inconforme con la falta de disponibilidad en temporada;Negativo;;;
atender más la periferia;Negativo;733479;Enero;
dificultad con acordar con los proveedores;Negativo;;;
conforme en general. ;Positivo;;;
Publicidad, mesas, sombrillas,  carteles.;Neutro;;;
stock de variante de cervezas ;Neutro;;;
conforme en gral.;Positivo;;;
entrega en la demora de pedidos, pasan solo una vez a la semana;Negativo;;;
inconforme con la falta de stock en verano en el interior;Negativo;;;
inconforme con los precios ;Negativo;;;
inconforme con la falta del catalogo;Negativo;;;
lista de precios nunca la tienen;Negativo;;;
no recibe cambio de productos vencidos. Las visitas son pocas en los momentos picos.;Negativo;;;
no perder el contacto con el cliente;Neutro;;;
No  hay stock de cerveza sin alcohol (PAYSANDU);Negativo;;;
inconforme con el servicio de las heladeras;Negativo;;;
ya que se contrabandea en la frontera, el precio no es competitivo;Negativo;;;
Solicita una heladera;Negativo;;;
conforme en gral. ;Positivo;;;
conforme en gral. ;Positivo;;;
pide que le den heladeras;Negativo;;;
conforme en gral. ;Positivo;;;
que el vendedor brinde mas informacion.;Negativo;;;
Sin stock en fin de año de cerveza chica.;Negativo;;;
inconforme con el apoyo a los negocios chicos;Negativo;;;
faltan productos en tempomporada;Negativo;;;
Pide que no se suban tantas veces en el año los precios.;Negativo;;;
mas stock de productos en norteña;Negativo;;;
mas promociones ;Negativo;;;
Solicita heladera(HACE MÀS DE DOS AÑOS);Negativo;;;
que los precios no suban tan rapido.-;Negativo;;;
tener otros metodos de pago. ;Negativo;;;
Hay faltante de productos.;Negativo;;;
inconforme con el préstamo de heladera;Negativo;;;
inconforme con las ofertas;Negativo;;;
Desacuerdo con las devoluciones. ;Negativo;;;
no tener exlusividad, permitir vender cerveza artesanal. ;Negativo;;;
estar mas pendientes de las necesidades de los locales. ;Negativo;;;
En verano debería ser mas frecuente el vendedor .;Negativo;;;
FALTA DE STOCK.;Negativo;;;
Solicito préstamo de envases y no se lo brindaron.;Negativo;;;
faltante de algunos productos. ;Negativo;;;
Disconforme con el nuevo método de entrega de pedidos que habrá;Negativo;;;
disconforme con el etiquetado del vencimiento, no se ve bien;Negativo;;;
insatisfecho con la visita del vendendor;Negativo;;;
insatisfecho con merchadaising;Negativo;;;
insatisfecha con el breve periodo de entregas;Negativo;;;
solicita heladeras para su negocio;Negativo;;;
insatisfecho con la calidad de las heladeras;Negativo;;;
disconforme con la disponibilidad del merchandising ;Negativo;;;
disconforme con la disponibilidad durante las fiestas;Negativo;;;
disconforme con la atención de las heladeras;Negativo;;;
disconforme con la suba de precios;Negativo;;;
entrega de heladeras verticales;Neutro;;;
cambio de mercaderia ;Neutro;;;
disconforme con las esporádicas falta de productos ;Negativo;;;
problemas con los envases;Negativo;;;
disconforme con el horario de venta ;Negativo;;;
esporádica falta de stock de cervezas chicas;Negativo;;;
productos faltantes ;Negativo;;;
disconforme con el delay con el estado y el cambio del precio ;Negativo;;;
solicita que repartidores cumplan el protocolo;Negativo;;;
solicita mayor velocidad de los cambios;Negativo;;;
falta arreglo de la heladera (ya hizo el reclamo);Negativo;;;
precios elevados;Negativo;;;
mas promociones;Negativo;;;
mas heladeras, banderas;Negativo;;;
solicita merchadaising;Negativo;;;
no se entera de las promos y ofertas;Negativo;;;
disconforme con la falta de pilsen chica;Negativo;;;
disconforme con que en temporada no haya stock;Negativo;;;
toma de pedidos mas de una vez a la semana ;Negativo;;;
precios muy elevados, mas barato en mayorista;Negativo;;;
inconsistencia con aceptar o no los envases  de Pilsen;Negativo;;;
solicita heladeras;Negativo;;;
cambio de heladera. falta de stock (salus);Negativo;;;
falta de stock de algunos productos;Negativo;;;
disconforme con la aplicación ;Negativo;;;
disconforme por como funcionan con topes al momento de hacer pedido;Negativo;;;
solicita publicidades para el negocio;Negativo;;;
disconforme con los beneficios que no tiene;Negativo;;;
disconforme con la aplicación;Negativo;;;
disconforme con la falta de marketing;Negativo;;;
pierde tiempo con la app;Negativo;;;
en verano no hay stock ;Negativo;;;
en temporadas falte mercadería de primera linea, bajo porcentaje de ganancia;Negativo;;;
disconforme con el cumplimiento de los horarios de la entrega ;Negativo;;;
con pilsen no tienen stock ;Negativo;;;
disconforme con el método de pago;Negativo;;;
a veces llegan productos en malas condiciones, disconforme con los precios;Negativo;733479;Enero;
solicita una heladera;Negativo;;;
falta entrega de propagandas (banderas, carteles);Negativo;;;
disconforme con los precios;Negativo;;;
disconforme con la falta de disponibilidad de algunos productos como malta;Negativo;;;
">disconforme con el aumento del día, se enteró en en el día.
";Negativo;401131;Febrero;
disconforme con la disponibilidad en el verano;Negativo;;;
en la pedrera difícil de comunicarse con los vendedores;Negativo;;;
falta mercadería;Negativo;;;
que no se manejen por presupuesto ;Negativo;;;
que den mas propagandas;Negativo;;;
precios muy elevados, mucha diferencia con los mayoristas. nunca tienen promociones ;Negativo;;;
disconforme con el precio;Negativo;;;
Solicita precio mas bajos por las latas;Negativo;;;
disconforme con la suba de precios;Negativo;;;
no le entregan sillas y sombrillas en su zona (norte) ;Negativo;;;
precios muy elevados;Negativo;;;
disconforme con la falta de disponibilidad de la cervezas dos tercios;Negativo;;;
disconforme con el método de pago;Negativo;;;
en temporada faltan productos en Tacuarembó ;Negativo;;;
disconforme con la velocidad de la entrega de recibos;Negativo;;;
disconforme con los vendedores, la atención al cliente, heladera mala;Negativo;;;
aveces hay falta de stock en verano;Negativo;300597;Febrero;
falta de stock desde noviembre (corona);Negativo;;;
variaron los precios en los ultimos meses;Negativo;;;
solicita promociones;Negativo;;;
disconforme con el precio en la frontera;Negativo;;;
disconforme con la faltante de los productos en la distribuidora ;Negativo;;;
disconforme con los precios ;Negativo;;;
solicita la cerveza 3/4;Negativo;;;
no le han dado vitrinas;Negativo;;;
las ofertas puedan variar;Neutro;;;
solicita mas horario de atención;Negativo;;;
las promociones no son las mismas en todo el pais;Negativo;;;
falta de stock, no hacen cambios los repartidores;Negativo;;;
necesita publicidad;Negativo;;;
problemas con las app ;Negativo;;;
solicita una cerveza vegana y sin gluten ;Neutro;;;
disconforme con el stock de patricia en verano;Negativo;;;
no canjean prod rotos o vencidos;Negativo;;;
disconforme con los precios ;Negativo;;;
le cuesta utilizar la aplicacion, no le resulta comodo;Negativo;;;
falta de stock de algunos productos muy solicitados;Negativo;;;
pide heladeras;Negativo;;;
en temporada falta de cerveza negra o zillertal;Negativo;;;
hay falta de stock en zafra ;Negativo;;;
disconforme con la diferencia de precios con los mayoristas, disconforme con el cumplimiento con el trato de exclisividad;Negativo;;;
disconforme con la oferta de promociones y productos;Negativo;;;
disconforme con los precios de la cerveza;Negativo;;;
falta mercadería en este periodo;Negativo;;;
inconveniente con la atención de quien hace el pedido;Negativo;;;
falta de stock de algunos productos en la costa, cervezas negras ninguna. Desde noviembre hay falta de stock y tambien de patricia. ;Negativo;;;
disconforme con la poca devolución de productos;Negativo;;;
le gustaria promociones ;Negativo;;;
hace meses esta pidiendo una heladera y no se la proporcionan;Negativo;;;
no le brindan muchas promociones ;Negativo;;;
disconforme con el costo de la cerveza;Negativo;;;
 solicita merchadaising ;Negativo;;;
MALA EXPERIENCIA CON LA ENTREGA;Negativo;;;
en la suba de precios manden carteles actualizados ;Negativo;;;
no hay disponibilidad de varios productos ;Negativo;;;
solicita renovación de sillas y mesas exteriores;Negativo;;;
falta mercadería ;Negativo;;;
"envases sucios
";Negativo;;;
solicita individuales de pilsen;Negativo;;;
flexibilizar medios de pago (pos);Negativo;;;
en temporada dejan sin productos al negocio ;Negativo;;;
tener mas cuidado con los pedidos ;Negativo;;;
atencion de la empresa pesima ;Negativo;;;
solicita atender mejor a el cliente;Negativo;;;
en verano en el interior sin stock;Negativo;;;
supervisor no esta en contacto;Negativo;;;
horarios mas extendido de atencion al cliente  ;Negativo;;;
demora mucho en pedidos ;Negativo;;;
en verano se que queda sin stock;Negativo;;;
no tiene heladera vitrina ;Negativo;;;
dice haber mala atención ;Negativo;;;
hay mucha diferencia de precios en montevideo e interior;Negativo;;;
poca frecuencia el la entrega, horarios poco flexibles (no los respetan);Negativo;;;
no son muy accesobles, en prestar materiales para trabajar, envases y cajones;Negativo;;;
horario para hacer pedidos mas extenso;Negativo;;;
en el interior faltan productos;Negativo;;;
solicita ofertas para comercios chicos y de periferia ;Negativo;;;
que agreguen mas cervezas artesanales;Neutro;;;
solicita promociones ;Negativo;;;
mas frecuencia de reparto ;Negativo;;;
solicita mas días de entregas ;Negativo;;;
aplazo muy grande de los pedidos por los feriados. inconsistencia de proveedores ;Negativo;;;
quieren precios competitivos;Negativo;;;
no le han dado heladeras;Negativo;;;
solicita que los equipos sean aptos para la capacidad de pequeños comercios;Negativo;;;
tiempo de entrega ;Negativo;;;
solicita promos;Negativo;;;
horario de atencion muy corto ;Negativo;;;
no le han proporcionado heladera ;Negativo;;;
no le atienden las llamadas;Negativo;;;
mal servicio tecnico;Negativo;;;
horarios reducidos ;Negativo;;;
falta de stock en verano. financiacion de un pedido a otro (facilidades de pago);Negativo;;;
falta stock de algunos productos ;Negativo;;;
disconforme con el plazo de pago ;Negativo;;;
en temporda sin stock ;Negativo;;;
sin stock;Negativo;;;
metodo de pago, ;Neutro;;;
solicita mas promociones;Negativo;;;
falta de productos;Negativo;;;
no hacen cambios, que sean mas flexibles ;Negativo;;;
hay faltantes;Negativo;;;
aumenta el precio;Negativo;440816;Abril;
cuidar precios ;Neutro;;;
no tienen heladera;Negativo;;;
solicita el cambio de productos vencidos;Negativo;;;
 reclamo diferencia de precios y promociones ;Negativo;;;
controlar stock;Neutro;;;
en verano faltó stock;Negativo;;;
solicita una heladera;Negativo;;;
solicita mayor disponibilidad de productos;Negativo;;;
solicita carteleria;Negativo;;;
falta de stock en verano;Negativo;;;
falta de patricia, Sin alcohol  en temporada;Negativo;;;
solicita el no atraso de la entrega de pedidos;Negativo;;;
solicita una heladera;Negativo;;;
Los mayoristas no respetan los precios sugeridos.;Negativo;;;
solicita mayor disponibilidad de entrega de pedidos;Negativo;;;
que las ofertas duren mas ;Negativo;;;
"diferencias entre el mayorista y el camión
";Negativo;;;
solicita mayor cantidad de cerveza sin alcohol;Negativo;;;
Mejorar la atención al cliente;Negativo;;;
en verano se queda sin stock;Negativo;;;
en verano no cumplen con la entrega;Negativo;;;
pequeños comercios mas marketing ;Neutro;;;
en temporada, se queda sin stock;Negativo;;;
no le han arreglado la heladera, ya ha reclamado varias veces;Negativo;;;
mal funcionamiento de heladeras;Negativo;;;
no hay promociones nunca ;Negativo;;;
necesita heladera;Negativo;;;
el  distribuidor no hace algo ;Negativo;;;
en verano no hay stock, solicita hace dos años una heladera ;Negativo;;;
no le han ofrecido heladera ;Negativo;;;
espera el arreglo de una heladera hace meses ;Negativo;;;
falta de stock en melo de cerveza sin alcohol y otras marcas;Negativo;;;
horarios de atencion mas extendidos en paso de los toros ;Negativo;;;
falta de stock de patricia mini desde 2021 en durazno ;Negativo;;;
aun no llega la heladera;Negativo;;;
en verano faltan algunos productos ;Negativo;;;
En verano se quedan sin stock;Negativo;;;
no hay stock en verano de algunos productos ;Negativo;;;
en temporada no hay stock, no tienen más promociones;Negativo;;;
tiene que llamar para hacer los pedidos;Negativo;;;
le queda muy lejos para hacer pedidos ;Negativo;;;
quiere transferencia para pagar ;Negativo;;;
no le proporcionan informacion ni herramientas para verder mas ;Negativo;;;
cuando el cliente tiene compras altas que le den publicidad ;Negativo;;;
solicita q los envases sean descartables;Neutro;;;
falta de productos ;Negativo;;;
poco stock de productos en salto ;Negativo;;;
siempre ha pedido una heladera y no le han proporcionado;Negativo;;;
no hay muchas promociones para el negocio;Negativo;;;
solicita equipo de frio ;Negativo;;;
no hay promociones para negocios chicos ;Negativo;;;
tener stock ;Negativo;;;
Costos muy elevados ;Negativo;;;
no van supervisores ;Negativo;;;
más promos, marketing;Negativo;;;
no tienen promociones;Negativo;;;
necesitan heladeras;Negativo;;;
solicita mejor comunicación con los clientes;Negativo;;;
horario de atencion al publico corto en paso de los toros ;Negativo;;;
permanencia del vendedor o mismas caracteristicas ;Negativo;;;
solicita carteleria ;Negativo;;;
solicita mayor rango horario de la distribuidora;Negativo;;;
los vendedores no pasan por el comercio;Negativo;;;
solicita mas valoración a clientes históricos ;Negativo;;;
no le han dado equipo de refrigeracion ni carteleria para el negocio;Negativo;;;
solicita bajar los precios;Negativo;;;
solicita bajar el precio;Negativo;;;
precios muy elevados de latas;Negativo;;;
precios muy elevados ;Negativo;;;
falta de stock en verano de varios productos ;Negativo;;;
falta vistita frecuente del vendedor ;Negativo;;;
mas promociones;Negativo;;;
en invierno no vayan al negocio todas las semanas;Negativo;;;
entregan demasiado temprano ;Negativo;;;
solicita mas cartelería para el negocio ;Negativo;;;
heladeras sin reparar ;Negativo;;;
durante la pandemia no se ayudó al negociante;Negativo;;;
precios muy elevados ;Negativo;;;
equipos viejos de frio;Negativo;;;
FALTA DE PRODUCTOS , NO LO VISITA UN SUPERVISOR;Negativo;;;
mas frecuencia de visita en invierno;Negativo;;;
solicita envase de 350 ml;Negativo;;;
solicita equipo de frio ;Negativo;;;
solicita un equipo de frio y mantenimiento;Negativo;;;
a veces escasea la oferta y problemas con la distribución;Negativo;;;
servicio técnico lento ;Negativo;;;
solicita cambios de mercaderia en mal estado;Negativo;;;
en el tiempo que se han roto los equipos han demorado en repralas o restaurarlas ;Negativo;;;
no le dan heldera;Negativo;;;
normalmente la disponibilidad es escasa;Negativo;;;
heladera rota, no le dieron otra heladera;Negativo;;;
sugiere cambios de mercaderia rotas o en mal estado, que en repetidas veces solocito;Negativo;;;
"Heladera congela 
";Negativo;;;
en invierno no lo visitan;Negativo;;;
mas ofertas;Negativo;;;
solicita mas visitas por semana;Negativo;;;
el stock falla;Negativo;;;
solicita heladera;Negativo;;;
no sabe como hacer las devoluciones de productos;Negativo;;;
mas disponibilidad de entrega ;Negativo;;;
no brindan heladeras;Negativo;;;
vendedor no va;Negativo;;;
en temporada problemas de disponibilidad;Negativo;;;
solicita que el distribuidor pase por el negocio;Negativo;;;
en temporada sin stock;Negativo;;;
no hay stock de 330 de patricia en verano ;Negativo;;;
sin servicio tecnico para la heladera;Negativo;;;
La frecuencia de visita y disponibilidad de mi vendedor;Negativo;;;
desde el comienzo del 2022 el el dia de reparto no conviene al negocio solicita pedir cambio de dias;Negativo;;;
solicita funcion en la app para poder devolver botellas;Negativo;;;
bajar el precio;Negativo;;;
FALTA STOCK ;Negativo;;;
bajar los precios;Negativo;;;
no le han brindado heladera ;Negativo;;;
siempre tiene faltatante de mercaderia .;Negativo;;;
carteles para el negocio;Neutro;;;
FALTA DE STOCK EN ALGUNOS PRODUCTOS ;Negativo;;;
en temporada escasea patricia y norteña;Negativo;;;
QUE RESPETEN LOS HORARIOS DEL NEGOCIO. BEES NO DEJA HACER MAS DE UN PEDIDO POR SEMANA ;Negativo;;;
más promociones;Negativo;;;
en verano no pasan seguido al negocio;Negativo;;;
mayor margen de ganancia ;Negativo;;;
NO HACEN CAMBIO ;Negativo;;;
conseguir mas merchandising;Negativo;;;
merchaidaising ;Neutro;;;
no le arreglan heladera;Negativo;;;
precios altos;Negativo;;;
precios altos;Negativo;;;
precios altos ;Negativo;;;
servicio técnico ;Neutro;;;
POSIBILIDAD DE ROTAR REFRESCOS;Neutro;;;
mas publicidad para el negocio;Negativo;;;
falta información de zillertal ;Negativo;;;
método de pago ;Neutro;;;
mas propaganda;Neutro;;;
faltante de mercaderia ;Negativo;;;
faltantes en temporada;Negativo;;;
no le hacen cambio ;Negativo;;;
merchadaising;Neutro;;;
merchandising ;Neutro;;;
solicita heladeras;Negativo;;;
PRECIOS;Neutro;;;
promociones merchadaising;Neutro;;;
método de pago;Neutro;;;
"la entrega 
";Neutro;;;
plazo de pago;Neutro;;;
precisa que vengan dos veces por semana;Negativo;;;
solicita heladera;Negativo;;;
solicita heladera;Negativo;;;
precios altos, sin ofertas;Negativo;;;
baja disponibilidad en temporada alta;Negativo;;;
solicita heladera;Negativo;;;
el provedor tiene mucho trabajo arriba y se olvida de cositas;Negativo;;;
no tenían cerveza negra en su temporada;Negativo;;;
no le hicieron un envió de lo dos pedidos que hizo;Negativo;;;
mas ofertas;Negativo;;;
precios altos;Negativo;;;
no mas subas;Negativo;;;
tambien muy conforme con los distribuidores y la entrega;Positivo;;;
conforme en general.;Positivo;;;
conforme en general.;Positivo;;;
conforme en general .;Positivo;;;
no le dan heladera a su nueva sucursal;Negativo;;;
falta equipo de frio;Negativo;;;
SERIA INTERESANTE PODER ACCEDER A MAS EXIBIDORES Y CARTELERIA;Negativo;;;
solicita heladera;Negativo;;;
su distribuidora;Neutro;;;
falta cerveza 3/4 patricia , no tiene stock;Negativo;;;
NUNCA LE MANDARON LA HELADERA VITRINA Q HABIA PEDIDO;Negativo;;;
AGILITAR LOS CAMBIOS CON BOTELLAS ROTAS POR EJEMPLO;Negativo;;;
PRODUCTOS CON FALTANTES Y NO CONFORME CON LA APP;Negativo;;;
solicita mayor oportunidad de cambio;Negativo;;;
precios altos;Negativo;;;
precios altos;Negativo;;;
le entregan la mercadería y espera dos días para pagar por abitab;Negativo;;;
conforme en general.;Positivo;;;
desconforme con la heladera.;Negativo;;;
algun inconveniente con la entrega de los pedidos;Negativo;;;
PASAN 1 VEZ A LA SEMANA TENDRIAN QUE PASSAR MAS VECES;Negativo;;;
conforme en general.;Positivo;;;
supervisores ausentes;Negativo;;;
a veces no llega todos los productos que pidio;Negativo;;;
conforme en general.;Positivo;;;
Mas promociones.;Neutro;;;
COMUNICACION MAS DIRECTA CON EL CLIENTE;Negativo;;;
solicita mesas y sillas y carteleria;Negativo;;;
Es mas barato comprar a los reevendedores.;Negativo;;;
conforme en general.;Positivo;;;
no tiene heladera .;Negativo;;;
mas bonificaciones, heladeras nuevas;Negativo;;;
los fríos;Neutro;;;
heladera rota;Negativo;;;
hay semanas que no le llevan el pedido que solicito;Negativo;;;
representante mala gestión;Negativo;;;
TIENE CONTRATO HACE MAS DE UN AÑO Y ESTE NO SE ESTÁ CUMPLIENDO.;Negativo;;;
DESCONFORME EN GRAL;Negativo;;;
mala atención;Negativo;;;
SOLICITA QUE EL TEMA DE CAMBIOS SEA UN POCO MAS AGUIL YA QUE LOS CAMBIOS DE MERCADERIA SUELEN DEMORAR.;Negativo;;;
recomienda al vendedor que la visita;Positivo;;;
SOLICITA EQUIPO EQUIPO DE FRIO, HACE AÑOS TRABAJA CON PATRICIA Y NO LO TIENE;Negativo;;;
destaca el vendedor y los productos;Positivo;;;
LA MAS VENDIDA;Neutro;;;
es la marca que prefiere la gente;Positivo;;;
NO HAN OFRCIDO MATERIAL DE PIBLICIDAD PARA NEGOCIO;Negativo;;;
PROBLEMAS PARA HACER CAMBIOS;Negativo;;;
EN CUANTO A SUPERVISIÓN DEJA BASTANTE QUE DESEAR.;Negativo;;;
deberian haber mas variedad de productos para que pueda ser competitivo;Negativo;;;
PRECIOS MAS COMPETITOS Y PROBLEMAS CON RESPECTO A LOS CAMBIOS;Negativo;;;
EL PROOVEDOR PASA UNA SOLA VEZ A LA SEMANA Y ESO HACE QUE LA COMPETENCIA SEA MAYOR.;Negativo;;;
LOS RECLAMOS PARA CAMBIOS TIENEN MUCHA DEMORAS;Negativo;;;
CAMBIARON SIN COLSULTAR EL DIA DE ENTREGA Y HAY MUY MALA ATENCION DE PARTE DE LAS PERSONAS QUE ENTREGAN LOS PEDIDOS.;Negativo;;;
hace dos meses que no pueden solucionar un problema;Negativo;;;
invertir mas en marketing en negocios barriales;Negativo;;;
el cambio a la aplicación le hace estar pendiente de cosas que antes no estaba, esta desactualizada;Negativo;;;
mas plazo de pago;Negativo;;;
no le dan heladera;Negativo;;;
Falta cerveza negra;Negativo;;;
HARIA FALTA CARTEL ILUMINADO;Negativo;;;
falta de stock em pomelo light de litro , patagonia toda la variedad pepsi black , en la aplicacion .;Negativo;;;
solicita heladera;Negativo;;;
método de pago;Neutro;;;
personal agresivo, no consideración;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
CONFORME EN GENERAL.;Positivo;;;
CONFORME EN GENERAL.;Positivo;;;
CONFORME EN GENERAL.;Positivo;;;
CONFORME EN GENERAL.;Positivo;;;
falta mercaderia en temporada;Negativo;;;
envases descartables;Neutro;;;
esta desconforme con el método de pago, solo pueden pagar en efectivo, pero no le brindan otro método. Saldo a crédito o cheques.;Negativo;;;
MUY CONFORME;Positivo;;;
NO LE REALIZAN LOS CAMBIOS DE PRODUCTOS ROTOS.;Negativo;;;
faltan productos;Negativo;;;
en temporada la zillertal y en invierno sin cerveza negra;Negativo;;;
Sin stock cervezas importadas;Negativo;;;
no cumplen con las bonificaciones;Negativo;;;
CONFORME EN GENERAL.;Positivo;;;
Buena atención en la distribuidora de Artigas;Positivo;;;
mejorar el servicio y ampliar catalogo pq no hay en su ciudad;Negativo;;;
material de promoción difícil de acceder;Negativo;;;
"no le funciona la aplicacion , por tiempo 
";Negativo;;;
precisan heladera y cartelería;Negativo;;;
solicita heladera;Negativo;;;
Dar bonificaciones a pequeños comerciantes.;Neutro;;;
Dar promociones.;Neutro;;;
No se encuentra conforme con las heladeras que le dejaron en el negocio.;Negativo;;;
no hay margen de competencia, con los precios.;Negativo;;;
distribucion de heladeras;Neutro;;;
Se entiende que a veces llega una etapa del año que se complica. Pero se demora demasiado con el levante de devoluciones.;Negativo;;;
el corredor pasa una vez x semana;Negativo;;;
NO TIENEN PROPUESTAS Q LOS SUPERMERCADOS;Neutro;;;
Solicita heladera;Negativo;;;
hagan cambios, avisar falta de disponibilidad de productos;Negativo;;;
VARIEDAD DE PRECIOS INESTABLES;Negativo;;;
Mas frecuentes los pedidos.;Negativo;;;
solicito heladera para negocio;Negativo;;;
no cumplen con las bonificaciones;Negativo;;;
No le comunica las promociones;Negativo;;;
EXTENDER HORARIO PARA PODER COMPRAR;Negativo;;;
no le hacen cambio, solicita cambiar el representante, en fin de año no tienen stock;Negativo;;;
mejorar el servicio y ampliar catalogo pq no hay en su ciudad;Negativo;;;
el service no funciona, en una semana se quemo tres veces un tubo;Negativo;;;
"tambien destaca .Recibo mis pedidos en los días y horarios acordados
.El estado en el que llegan los productos";Positivo;;;
ESTA ESPERANDO HACE UN AÑO QUE LE REPAREN EL EQUIPO DE FRIO.;Negativo;;;
SUGIERE TENER MAS PROMOCIONES PARA LOS COMERCIOS.;Negativo;;;
EL MÉTODO DE PAGO LE PARECE PÉSIMO. Y RECLAMA FALTA DE HIGIENE EN LAS BOTELLAS;Negativo;;;
solicita dos o tres sombrillas;Negativo;;;
destaca tambien el equipo de ventas;Positivo;;;
no le entran al elizabeth;Negativo;;;
SUGIERE TRABAJAR CON POS;Negativo;;;
SUGIERE MEJORA EN RESOLUCION DE TIEMPO DE CAMBIO;Negativo;;;
espera un pedido del viernes pasado;Negativo;;;
El catálogo de productos no se adapta a las necesidades de tu negocio;Negativo;;;
tambien califica como malo la entrega de pedidos;Negativo;;;
consigue mejores precios con re vendedores;Negativo;;;
mala atención de los que entregan;Negativo;;;
LOS PRECIOS DE DISTRIBUCION ESTÁN MUY ELEVADOS. PREFIERE COMPRAR AL ALMACÉN Y NO AL DISTRIBUIDOR..;Negativo;;;
